L_accx_1,L_accy_1,L_accz_1,L_accx_2,L_accy_2,L_accz_2,L_accx_3,L_accy_3,L_accz_3,L_accx_4,L_accy_4,L_accz_4,L_accx_5,L_accy_5,L_accz_5,R_accx_1,R_accy_1,R_accz_1,R_accx_2,R_accy_2,R_accz_2,R_accx_3,R_accy_3,R_accz_3,R_accx_4,R_accy_4,R_accz_4,R_accx_5,R_accy_5,R_accz_5,Label
666,104,1861,585,295,1874,555,268,1848,564,176,1784,383,130,1781,-12758,-4143,-6042,-608,717,1388,304,140,69,335,199,-5,457,101,22,0
4490,373,4154,616,-31,2539,235,38,1955,99,18,1860,4,-57,1961,-3305,-6521,1076,-1102,1231,1985,123,33,303,373,-14,38,534,193,35,0
8656,9029,-2941,2650,2221,8031,893,669,3567,272,381,2119,-27,315,1770,-4427,-8374,1040,-1871,-660,1704,149,28,262,477,33,1,482,277,53,0
10499,9635,-1341,246,1195,4230,443,-9,2056,6,253,1926,96,110,1861,-4648,-4008,-4207,-293,-124,585,469,197,54,482,191,29,724,138,38,0
1806,4941,-130,3578,-1264,6940,915,251,3841,240,114,2215,-109,148,1800,-4908,-5953,-399,162,53,383,521,170,41,518,131,0,452,103,8,0
-3161,-1177,-516,1376,-246,6829,786,-388,3498,139,-199,2239,-263,-4,1802,-5696,-7510,1432,162,72,272,574,121,3,506,216,34,626,332,29,0
3134,-1891,690,401,-5,2954,-90,39,1965,-126,41,1875,-56,-211,1708,-1533,-281,1259,404,269,101,304,28,42,234,-76,24,42,672,179,0
-94,-13276,2047,-247,-4778,827,-549,-4017,848,-437,-3691,1024,-798,-2707,1147,807,-1972,-1192,-67,850,160,-90,147,106,-93,131,66,-140,207,-24,0
5281,19979,-5527,-3233,-1321,2099,-2415,-783,1469,-1988,-727,1487,-1585,-584,1644,12313,2818,-6514,1016,-880,1697,-220,112,42,-361,9,1,-480,-42,105,0
-5832,-1165,4771,-2242,-620,3706,-818,-469,2013,-749,-385,1773,-225,-286,1742,14148,4350,-8106,3428,79,2777,764,0,691,-247,-48,133,-360,39,37,0
-2101,-6100,172,-1552,-1060,6849,-959,-176,3521,-361,69,2122,4,-91,1811,7426,5680,-2910,2349,-865,2315,241,132,325,-304,106,50,-429,-106,46,0
-7997,-10124,-2340,-1218,-2350,5621,-409,-431,2267,-493,-163,1845,-87,-125,1770,3600,5353,-229,1605,-870,2265,-120,-45,332,-387,89,9,-495,-3,0,0
-6448,408,4351,-2592,318,4648,-484,-201,2391,-264,-55,1882,127,-166,1831,14435,3192,-7868,922,-873,1727,-451,44,18,-585,-192,8,-621,-22,20,0
-4408,-1757,1861,421,-1397,5944,-566,-303,2667,-326,-128,1930,146,-197,1801,11134,3886,-6904,650,-373,1337,-478,6,68,-494,-94,73,-726,-39,-109,0
-7568,-8549,-1784,-1857,-1095,7270,-238,-438,3111,7,-334,2143,399,-175,1767,3962,6098,212,2374,-2802,3445,-42,105,441,-499,28,54,-680,-10,12,0
-9291,319,2541,-865,-161,2524,-98,-47,1872,-47,-129,1762,12,-86,1772,7451,-1695,-2955,851,51,448,-397,-42,57,-394,6,13,-436,-24,56,0
-1036,5480,2735,-624,4107,831,-762,3395,1094,-606,3194,978,-280,2124,1393,-1349,-1807,-1097,-144,-291,103,-8,-208,21,31,-107,74,198,-142,143,0
1144,1346,1800,2210,994,1455,1618,1028,1516,1503,870,1506,1444,782,1593,-3170,-3896,2162,-147,-46,400,-388,24097,-4788,334,114,26,-6127,17924,-2545,0
3177,1784,2703,1271,1057,5373,667,470,2862,606,443,2064,85,321,1679,-14991,-2036,-7100,-1106,533,1601,255,-77,73,414,32,20,552,7,141,0
5753,532,5186,934,-51,2646,140,32,1932,-6,59,1841,95,-18,1847,-11164,-2822,-6171,-574,-549,646,420,-32,24,546,310,5,458,116,17,0
2943,605,4666,282,61,2695,30,99,1955,-360,128,1776,-196,15,1849,-5026,-5560,681,32,-10,387,400,163,44,447,205,22,623,56,97,0
3681,2755,1257,12,1963,6672,671,280,2973,372,178,2094,-14,60,1818,-2646,-4398,-311,-1420,-531,3523,-432,-245,733,332,-65,135,537,241,61,0
5169,12023,-3491,478,3437,7471,608,821,3227,39,410,2054,-97,209,1780,-14759,-3535,-7223,-851,104,1455,465,32,31,513,155,26,486,145,30,0
4236,-61,1854,646,1546,6488,813,190,3148,373,70,2169,-69,78,1892,-4217,-4568,-2806,-2677,1398,3245,-315,-131,505,530,70,74,549,23,-8,0
5561,5736,-2830,1420,412,3274,231,71,1905,-96,126,1772,-213,63,1744,-5489,-291,-4325,-405,1,482,284,-34,43,372,-68,0,385,134,89,0
4043,-9947,3040,1648,-2965,1362,1272,-2921,1175,1205,-2546,1271,748,-2076,1308,-846,-3158,1200,62,486,109,-33,274,75,-97,151,43,-189,88,13,0
-2481,-1786,1404,-2161,-1737,1431,-2003,-1674,1459,-1902,-1506,1503,-1760,-1396,1581,8198,1725,-2571,2168,3786,2838,826,123,1047,-122,-15,168,-321,62,50,0
-5905,-4390,85,-1501,-1914,6114,-1107,-1094,2791,-899,-683,1785,-451,-544,1717,15355,3060,-8806,1579,815,1180,-281,110,24,-482,-111,-15,-563,-47,-17,0
-7004,-13289,-1855,-498,-996,3118,-183,-406,1900,271,-343,1790,227,-182,1803,4085,2919,-315,1294,-232,2464,200,-113,519,-364,-108,110,-470,-132,49,0
-2684,-3592,-3638,-649,-1623,5212,-511,-509,2498,-468,-320,1898,-123,-253,1766,4176,5488,1068,2072,-1314,3199,102,-170,561,-334,69,83,-434,-124,28,0
-4276,-10059,1973,-1424,-864,6259,-1490,-307,2994,-367,-103,1987,-60,37,1797,5414,4515,885,2138,-2071,3021,65,-15,456,-475,63,31,-504,-92,36,0
-7388,-1490,6461,-2060,-864,4261,-505,-174,2265,-29783,-23201,-29882,22,-49,1917,12994,1329,-6568,3593,2844,3903,898,326,864,-354,-84,179,-494,-191,55,0
-4361,-4678,-366,-1076,-1593,5820,-381,-808,2691,-50,-452,1970,270,-343,1794,13263,2920,-6211,1219,546,1214,-557,65,3,-610,-72,-5,-815,-118,78,0
-5130,-3706,-1126,-465,-707,2595,15,-372,1878,385,-259,1768,90,-237,1774,-420,807,-1024,136,-122,469,-384,-86,75,-390,7,9,-548,-615,105,0
13,148,1749,26,142,1759,36,129,1762,20,212,1746,196,76,1876,-7,11,0,10,-110,5,3,-105,3,34,7,16,230,11,88,0
475,1431,4203,-419,-662,3785,-164,716,2418,-50,239,1911,28,-174,1844,-11318,-3090,-6534,-1621,1362,2407,-221,60,569,203,22,167,385,-92,47,0
-3364,1785,4628,-1257,775,3350,-528,246,2167,-258,-226,1790,-169,-47,1887,-7963,-3372,-4450,-2146,642,3141,-281,62,676,550,82,93,584,-147,1,0
-13239,7449,-1803,-2135,1828,5816,-639,807,3005,-112,497,2006,-88,-107,1959,-5374,-4181,2180,-1409,2139,2537,13,-308,356,630,83,8,541,-26,18,0
-4758,1962,5808,-1591,1260,4332,-755,-169,2277,-545,-516,1812,-459,-408,1738,-5283,-3540,-3991,-1582,2722,3513,-249,-206,550,366,-130,87,42,-156,-16,0
-6282,4355,-4491,-2528,-296,5975,-1128,829,2995,-656,264,1957,-422,-137,1795,-3725,-2595,-2192,-693,3218,4217,-391,-267,644,475,130,161,504,-106,-18,0
-2460,5802,2816,-1372,273,5407,-595,741,2747,-315,368,1981,-136,-237,1882,-3242,-2429,873,54,162,595,631,121,22,652,80,1,640,-355,-20,0
-470,2944,3444,-662,2014,5308,-619,910,2761,-239,27,1980,-144,-206,1718,-4679,-1236,1102,-19,142,539,448,-64,21,465,-165,-39,644,-12,41,0
-125,10460,3237,2153,2847,1578,2096,2157,1330,1961,1989,1351,1641,1052,1345,-1185,-5673,1130,-130,-8,94,25,411,-2,-18,57,98,-1049,-2647,1630,0
12979,-6002,-7521,5381,-2320,3457,3317,-2554,1676,2799,-1870,1379,1896,-1380,1453,5373,4496,-1249,1469,-1238,2619,468,264,472,-163,138,107,-395,223,24,0
14438,-6196,-4439,4633,-2064,5803,2087,-1444,3488,1348,-770,1947,911,-384,1775,5475,4757,574,1119,-460,1541,4,30,332,-264,53,100,-316,76,34,0
12115,-3011,-1876,2952,-273,6782,1056,-1078,2931,377,-506,1796,222,-216,1816,5157,7021,370,1638,-2472,3289,278,269,521,-310,225,75,-463,-7,16,0
4466,-3526,3403,1844,-514,4673,710,-495,2535,399,-316,1913,168,74,1889,2710,4029,1643,1899,-2291,3354,107,129,507,-590,-1,52,-614,68,-25,0
3429,-2089,5046,1895,-3049,3873,615,-205,2192,350,-148,1716,225,52,1787,11441,1569,-8807,2881,-1799,4382,348,125,584,-492,32,109,-493,38,51,0
3624,-4000,6189,1004,-1292,4937,674,-304,2509,304,208,1826,172,282,1790,15833,3302,-8161,3852,2596,4368,906,320,1188,-315,-51,233,-554,46,-35,0
15726,-4558,-3507,3406,-229,8505,1146,-525,3764,554,-45,2183,289,128,1838,2329,4475,1850,338,447,407,-573,-106,35,-655,38,-78,-633,-30,49,0
-416,-12108,-483,-2152,-3161,1355,-1073,-2149,1513,-940,-1902,1442,-624,-704,2021,62,-317,553,159,-693,-65,-49,-67,118,27,-308,-46,211,-267,9,0
-3523,4248,-2219,-4512,1122,3675,-4383,1856,3104,-3107,1621,1303,-2157,1004,1572,-12230,-2322,-6507,-3524,-2279,2597,-621,277,1208,63,67,277,255,-56,48,0
-4083,4000,4817,-2000,1574,4136,-1149,641,2321,-928,560,1865,-632,267,1795,-4295,-4522,277,-1530,1982,3172,-188,-6,600,312,-152,94,476,-143,-11,0
-3627,4196,3539,-1509,827,5092,-761,578,2646,-356,185,1918,-108,-68,1826,-5777,-4766,-1505,-1520,1001,3069,-299,-160,581,388,-172,44,428,-92,13,0
-5179,4798,4448,-1230,-6,4343,-550,228,2455,-394,279,1941,-21,-154,1909,-4249,-5143,-2178,-1565,1415,2905,-38,-102,535,461,-126,56,485,-194,11,0
-2980,2098,3590,-1206,-447,5027,-684,-3,2431,-440,-52,1897,-273,-262,1745,-4660,-4516,1444,-853,2091,2536,-16,-106,407,516,-49,36,477,-37,-2,0
-5040,5049,3113,-1354,146,4878,-685,104,2445,-416,-22,1861,-130,-258,1754,-3555,-4061,1448,-598,1827,3296,-182,-234,539,329,-112,87,454,-78,10,0
-4042,4092,1109,-1051,-510,5644,-774,321,2751,-384,6,1985,-174,-216,1762,-5763,-2829,2784,-521,2743,2963,-157,-171,454,434,-50,107,467,55,69,0
-7857,2103,-1857,-873,832,2552,-298,258,1888,-118,-81,1792,-198,156,1805,-3082,682,1968,-848,-145,125,270,26,77,30,-150,-24,222,-161,186,0
2697,4705,2434,2849,2913,980,2620,2578,1017,2430,2350,1072,1680,1369,1379,1129,-2796,-1812,150,125,293,-61,134,88,-43,282,31,-161,10,69,0
16210,-712,-6030,4230,-1928,1657,2748,-1020,1391,2463,-848,1423,2062,-835,1538,11309,-238,-5072,951,-265,936,-155,245,29,-326,91,7,-315,152,70,0
14434,-418,-2278,3736,190,6379,2138,-1279,3224,1089,-367,1985,657,-129,1717,10486,3000,-5883,1955,-1412,2989,459,-53,588,-355,25,131,-388,236,11,0
3575,-2831,3105,691,275,4924,3769,21595,20787,454,-170,1898,102,95,1790,10734,1855,-6019,2410,764,3062,505,103,732,-358,-35,150,-424,114,2,0
15338,1233,-2075,3537,993,6671,1628,-595,3536,369,86,2072,59,139,1759,15299,1240,-9524,4792,-314,2635,691,86,640,-405,49,117,-420,152,-3,0
4436,-3450,4687,1378,-935,4917,477,-215,2544,140,-47,1890,37,136,1818,14647,-511,-8273,5837,3428,1964,1691,422,1157,-255,-77,248,-489,242,9,0
15825,1620,-2974,2780,2051,6163,1251,-618,3061,343,4,1946,131,-15,1789,5535,4285,270,972,-1392,1892,-40,17,334,-426,118,85,-552,165,-18,0
4077,-2527,969,1361,1238,6318,799,-212,2906,321,39,1999,55,137,1861,10735,1890,-6720,2111,-291,3967,452,163,819,-399,28,185,-502,189,-10,0
11004,2298,-469,1240,-526,4003,149,59,1925,3,223,1767,21,135,1762,9097,-269,-4747,873,619,678,-428,43,51,-412,169,-19,-451,194,64,0
-2862,-11960,4434,-729,-2940,1596,-946,-2778,1225,-850,-2430,1271,-863,-1912,1434,998,1500,-1193,1,-77,142,-12,-250,1,114,-96,35,171,-196,53,0
-4117,2017,-1098,-3897,398,1630,-3058,310,1295,-2581,165,1313,-2048,79,1438,-11262,-3069,-6015,-565,82,760,168,-206,39,330,-77,-1,340,-424,-7,0
-4083,2200,4302,-1900,371,4102,-1053,82,2298,-841,138,1828,-487,-4,1839,-13878,-669,-5367,-4039,-3167,1424,-485,1153,1433,35,-230,201,340,-254,59,0
-12748,-1219,-4123,-814,-4317,6476,-1263,97,2893,-545,-126,1913,-255,-127,1818,-11795,-3616,-4892,-2023,722,3731,-496,110,857,352,-22,167,439,-143,44,0
-4162,439,-58,-756,-1439,6432,-894,-23,2898,-304,-110,1918,24,-232,1769,-15613,-1498,-8783,-5198,-2275,2638,-536,-146,561,258,-67,149,622,-203,-38,0
23642,-16236,30824,-1169,-662,5733,-578,181,2656,-185,124,1916,92,-125,1922,-5933,-3051,2134,-959,1420,2196,52,-44,379,474,-172,45,526,-79,48,0
-10150,-3188,-253,-1896,-40,7248,-1345,393,3433,-515,123,2046,-86,-108,1821,-6101,-3590,-190,-1710,839,2315,-165,-45,389,504,-52,98,541,-151,33,0
-9456,-2690,754,-2235,-225,7006,-1192,220,3701,-284,-33,2047,20,-237,1773,-10504,1353,-3170,-1242,-433,826,188,-201,3,427,-91,29,375,-147,14,0
-2455,9419,371,504,3281,1302,400,2756,1291,418,2383,1319,205,1615,1600,-2680,-4016,1741,0,284,149,10,79,120,-59,214,8,-273,-42,152,0
13151,3194,-4659,4725,-59,1826,3297,129,1350,2845,173,1417,2067,159,1582,11453,-366,-5452,753,-718,1656,-167,90,102,-259,133,8,-431,133,162,0
4129,-541,3211,1082,-70,2327,1026,-73,1782,594,116,1708,461,-78,1746,11644,-676,-5155,549,-820,1324,-306,156,56,-526,-27,6,-469,169,20,0
10959,6556,320,4717,-2436,5732,1117,-123,4218,539,13,2297,58,115,1764,12112,1421,-7015,2153,-1877,3225,316,234,398,-401,46,99,-472,258,-5,0
5126,-2435,5258,1122,-400,4059,569,-364,2451,199,-180,1927,-16,-13,1870,13175,1953,-8542,2602,-2283,3347,653,189,595,-342,6,142,-419,192,-8,0
3851,-1642,4037,1356,-628,4644,251,-193,2522,43,-164,1943,-99,-66,1952,4456,4025,-1290,1785,-1305,2937,350,225,395,-499,41,40,-519,-2,49,0
2517,1122,5342,2026,-278,3965,252,226,2227,-212,259,1741,-76,96,1811,14772,684,-7330,5651,3624,2191,1129,288,912,-238,156,153,-483,178,47,0
4863,1272,212,1076,1341,5619,552,248,2559,213,5,1771,1,129,1748,6421,4712,923,1899,64,1680,-88,9,317,-627,76,38,-515,94,0,0
8006,2890,-2421,354,1836,6545,888,154,3016,214,230,2034,-80,275,1768,9876,-493,-4254,1206,806,652,-430,138,56,-516,95,7,-588,92,103,0
7771,-8393,202,454,-3236,1226,306,-2873,1357,254,-2497,1430,238,-1692,1596,-561,-656,1094,-102,-402,57,-32,-152,86,-43,-236,36,150,-259,88,0
-5298,-546,1358,-4222,-2126,3870,-3267,-1151,1551,-2789,-1051,1311,-2398,-731,1319,-13902,-1039,-8737,-361,445,585,-27,-59,56,277,-123,24,440,-151,-15,0
-8188,-5406,-4075,-2174,-750,5137,-556,-743,2466,-320,-306,1689,-150,-177,1749,-3847,-3424,-2595,-999,2907,3866,-337,-368,556,470,-46,90,447,-106,35,0
-6060,-5972,-3381,982,-2505,5307,-1124,-542,2514,96,-484,1746,-249,-235,1732,-6818,-3963,2022,-589,1690,2201,-18,-210,426,262,-172,118,504,-194,90,0
-3209,-135,-265,257,-3213,6422,-634,-228,2874,-421,-176,2075,-228,174,1772,-8625,-3198,-4518,-1741,1995,3302,33,632,742,222,-261,75,444,-333,-42,0
-12012,-7973,-1293,2127,-5149,6454,-550,-541,2960,-253,-243,2085,105,-186,1870,-13125,-2293,-5994,171,566,792,464,-76,46,558,7,-7,635,-197,-2,0
-4910,913,4293,-291,-1217,4086,-142,9,2271,-58,-38,2000,122,85,1912,-5476,-3711,1082,160,165,428,593,34,44,481,-204,-22,582,-216,-18,0
-2847,1847,2930,308,-359,2423,120,-265,1860,297,-295,1762,222,-177,1777,-7631,1331,-3343,19,-147,111,486,-139,37,341,-128,29,705,-38,126,0
3498,14674,-1014,-340,3780,1489,22,3518,1192,18,3165,1273,453,2147,1356,3129,35,-65,221,1347,-165,0,358,12,-108,65,86,-120,377,39,0
5327,3029,3198,2347,1146,1496,1938,1225,1519,1981,1026,1348,1664,667,1449,8291,2695,28,10,-147,124,-319,106,23,-333,85,33,-355,255,33,0
-1304,3473,7506,334,624,3394,-427,406,2161,-119,302,1885,-167,158,1725,3157,2453,2268,177,-1297,1679,-149,1,284,-351,124,42,-739,186,-106,0
641,551,3472,122,373,2230,234,230,1876,70,197,1750,95,0,1731,12431,3225,-6434,269,-264,587,-455,9,63,-539,-16,10,-451,198,-5,0
7655,8725,94,435,2729,7045,1110,412,3748,144,84,2125,58,-116,1819,11382,1522,-4889,604,30,797,-421,109,34,-511,42,22,-679,135,98,0
4983,641,4306,135,1109,4912,211,175,2647,-35,173,2023,-90,11,1783,8236,3757,-4827,366,-3212,2459,210,120,344,-424,75,72,-472,316,7,0
7627,10894,241,-132,651,3316,106,198,1930,-254,95,1771,-251,37,1783,10944,1104,-5761,1491,-2680,3000,375,82,526,-332,114,120,-729,271,65,0
4187,2257,2154,-252,1485,4696,735,551,2527,-76,437,1916,31,235,1775,7611,-1135,-3377,1287,422,602,-293,58,46,-319,172,-9,-1036,-270,347,0
10324,-4278,3964,1893,-2413,1335,1570,-1998,1293,1323,-1612,1407,808,-1280,1511,467,326,793,-186,200,360,-36,-271,34,16,-204,18,152,-351,68,0
-7170,-2709,3757,-2715,-2527,1471,-2272,-2090,1331,-1898,-1865,1419,-1640,-1412,1536,-14165,-971,-7860,-4075,2095,1793,-757,38,433,129,-160,73,226,-307,-7,0
-4378,-1595,4311,-1676,-950,3352,-800,-559,2068,-760,-503,1858,-447,-303,1766,-5392,-2301,-2242,-288,-121,372,381,-100,10,366,-94,54,324,-203,13,0
-4547,597,2642,566,-763,4267,126,-188,2454,-292,-100,1944,-142,-39,1795,-8300,-2124,2023,-1403,1426,1749,47,-41,233,429,-25,84,430,-256,47,0
-5786,-12884,-258,139,-2852,7449,26609,-31058,-30355,48,-120,1987,249,107,1899,-8168,-2697,804,-1312,1106,1497,136,187,289,570,150,104,506,-375,-21,0
-5817,-14233,-2091,-157,-3527,7625,-711,-800,3596,-216,-240,2176,83,-162,1892,-14271,232,-6918,-5431,-5435,2595,-1028,211,1546,326,107,295,511,-129,-9,0
-6146,-6890,3096,-238,-1696,4743,-489,-461,2633,-65,-206,1852,110,-66,1726,-4919,-2611,-873,-339,3192,3155,110,267,653,359,-141,111,516,-201,47,0
-3856,-2149,5753,-1179,-893,4219,-170,-628,2251,-182,-342,1785,-108,-141,1782,-6624,-5431,-443,-1550,1254,1570,0,-31,277,583,87,123,485,-206,26,0
-6043,-9616,-2137,2348,-2575,6856,-801,-662,2823,-30,-299,1975,76,-46,1911,-3706,1202,-1407,-992,-433,565,182,-184,55,263,-187,16,209,83,105,0
-5375,2055,3174,-2189,2808,1147,-1912,2608,1179,-1604,2128,1274,-1200,1896,1341,-198,-2119,1417,143,172,173,-80,96,81,-68,192,39,-83,322,47,0
5670,4727,3671,3697,3568,2090,2204,2734,1504,1803,2412,1364,1473,1792,1491,14369,1118,-5949,275,-448,707,-192,166,68,-283,134,23,-412,209,83,0
6938,14270,-2447,1105,1470,2926,514,871,1780,169,586,1618,307,457,1712,4853,4133,3198,-38,-86,383,-431,58,54,-465,53,17,-379,287,14,0
3502,9651,775,1570,1711,5949,274,567,3528,342,266,2182,280,-5,1822,5025,4873,1207,834,-164,1300,-143,153,264,-332,262,34,-488,160,88,0
2744,3896,-1628,-3610,1673,6490,-132,735,2502,-94,400,1788,-191,69,1665,5493,3920,969,151,-2394,2003,-198,0,332,-382,189,50,-488,267,8,0
3126,3297,7055,621,716,3877,308,25,2342,84,27,1930,126,-56,1800,13573,1069,-8005,1637,-3910,3402,553,157,533,-396,99,133,-515,266,-2,0
3934,12727,-5804,-1546,2760,5150,691,992,2713,-19,393,1878,-35,140,1841,4833,4170,-159,960,-2920,3341,243,178,478,-544,-3,100,-502,309,-43,0
3190,5881,4419,1475,2031,3821,111,643,2252,-21,363,1884,-103,159,1841,12325,-128,-8610,2134,-3481,3311,319,2,573,-457,-45,182,-512,264,-14,0
4222,2746,3521,105,478,2718,-224,274,1877,-407,155,1721,-224,85,1723,10390,-3023,-5416,72,-125,371,-302,157,29,-343,186,31,-345,240,32,0
9979,-6164,1804,2874,-2138,1457,2419,-2027,1215,2219,-1787,1307,1379,-939,1593,-698,2453,-1839,-308,-416,132,42,17,163,5,-279,-21,211,-241,67,0
-5969,-6026,-1267,-1413,-4026,3858,-1618,-3037,1659,-1444,-2720,1390,-941,-1931,1470,-4541,-395,-132,-108,196,501,349,-17,70,297,-129,37,301,-312,11,0
-5223,-3109,3670,-1611,-1263,3639,-236,-511,2167,-377,-560,1890,-309,-325,1817,-6585,-3188,-972,-308,-174,412,416,-82,40,445,-62,30,505,-262,54,0
607,-10620,-556,-1684,-1913,7742,-115,-575,3478,-123,-363,2160,38,72,1805,-5655,-4443,1559,-364,2984,2751,-88,-113,342,347,-181,27,413,-141,17,0
-3388,-7131,-358,2536,-1425,5568,-178,-721,2727,66,-365,1936,124,-126,1757,-15530,225,-6749,-5360,-2712,2678,-403,235,972,232,-82,193,500,-166,24,0
-2788,-6605,239,1475,-1326,5123,111,-290,2571,-274,-538,2183,84,-78,1893,-7107,-5407,-1319,-1135,1868,3172,359,461,666,170,-338,65,410,-481,-47,0
-6386,-3565,2079,84,-1489,5738,-598,-516,2760,-226,13,1912,-63,120,1923,-14959,-2458,-7487,-3236,124,3168,-613,-218,838,351,62,207,503,-247,34,0
-3438,-4297,995,-186,-1815,6156,-80,-793,2732,337,-59,1924,144,-50,1912,-6490,-1441,-3329,-526,2435,3877,-505,-541,517,583,-20,121,548,-107,-5,0
-1790,-5984,-1864,-487,-1459,4263,-152,-409,2303,-59,-267,1973,131,-5,1846,-4229,82,1606,-266,73,262,340,-74,67,371,-140,43,182,-222,33,0
-6488,8679,1131,-3290,2728,1027,-2851,2428,1030,-2513,2060,1155,-1597,1365,1420,2127,1163,801,43,700,-64,3,192,27,-27,107,60,-40,151,43,0
1160,8354,2783,1769,4762,2157,644,3092,1631,680,2651,1331,479,1999,1558,14655,-912,-6891,748,-705,1128,-130,304,18,-338,150,46,-243,331,23,0
5605,4714,2290,658,879,2402,360,696,1885,132,395,1771,123,211,1814,4046,2290,2402,-55,-38,387,-410,69,76,-392,145,24,-488,387,32,0
-2151,10327,304,1414,2975,6876,557,889,3677,98,256,2265,152,121,1832,7940,4914,702,1664,-1026,2169,178,166,335,-317,95,84,-528,210,34,0
3109,6371,3430,426,1196,4395,101,398,2443,42,134,1874,-54,4,1810,8868,703,1373,2564,694,809,-44,87,175,-383,253,14,-370,237,9,0
-2900,13652,-2309,-2401,778,5884,356,949,2946,32,245,2025,-52,130,1863,6860,3678,-4157,2038,-1488,2231,33,-129,385,-430,245,53,-446,206,42,0
3725,3320,1895,-944,903,5910,586,432,2856,220,226,2071,55,-39,1758,3094,3573,509,612,-1582,3116,-311,-285,581,-442,68,119,-505,215,-14,0
3218,4792,2857,-28,699,5390,81,372,2597,9,92,1945,-175,-120,1833,15313,345,-8742,691,5,1015,-404,185,10,-523,78,11,-495,280,45,0
-2421,8701,-1942,156,462,3477,-123,-88,1991,-94,-149,1882,-55,-157,1926,9850,-1471,158,659,385,182,-417,55,62,-322,155,25,-611,-210,197,0
7415,396,5073,2846,-156,1657,2961,-648,1286,2658,-537,1360,1493,-525,1484,-82,1830,2327,-93,-1089,-74,23,-235,61,84,-94,61,221,-297,88,0
2117,-14308,-4537,873,-6527,3768,-416,-4494,1964,-216,-3448,1357,-20,-2378,1484,-15028,2378,-5974,-945,881,1155,46,-362,5,355,-130,5,284,-261,77,0
4854,-15025,-5013,1184,-4839,5681,257,-2153,3126,178,-1298,1961,120,-823,1794,-9820,-4379,-160,-971,1898,2444,-332,-179,375,226,-217,82,408,-136,73,0
5726,-13672,-2619,2606,-1634,6151,72,-1129,2679,161,-557,1921,115,-262,1791,-7640,-3443,-3620,-904,2755,3342,-468,-70,550,239,-247,106,519,-236,39,0
-1033,-4701,1290,745,-1256,5608,-60,-614,3019,-137,-390,2252,25,-174,1905,-14379,-1367,-6176,81,566,992,196,-362,5,466,-108,17,692,-282,78,0
3068,-9349,-1679,1702,-1469,7746,-197,-451,3030,-28,-120,2109,111,117,1867,-5477,-2232,1263,-1548,70,1067,40,-10,290,1998,2406,1127,425,-281,-16,0
5238,-11784,949,-1940,-3593,6114,-18232,-6758,19332,-271,-251,2087,-166,-2,1943,-13524,-5,-6053,-4540,-2122,3456,-869,-437,665,463,-141,122,558,-161,-4,0
655,-2675,5229,-72,-1717,3844,286,-164,2150,349,22,1880,272,79,1841,-6520,594,-129,-134,201,415,323,-150,37,417,-160,12,372,-156,60,0
-10799,-4378,-434,-4200,311,1591,-3587,769,1157,-3232,721,1211,-2152,426,1450,3173,-237,-778,123,509,243,45,131,103,-57,142,50,-67,286,35,0
-4895,13100,-4520,-137,4383,2212,-290,2600,1541,-371,2147,1549,-199,1838,1641,4344,1325,1201,34,81,261,-350,49,81,-269,202,33,-314,361,46,0
-905,7330,2354,-1192,1149,5037,-239,1288,2580,-302,737,1910,-175,404,1694,7861,2226,-4368,292,-41,467,-335,174,52,-355,168,38,-265,356,38,0
-6034,7320,1312,4,2669,7549,-107,1181,3892,-96,177,2184,-136,-124,1799,12716,-124,-7438,758,127,638,-374,173,48,-507,117,48,-547,218,122,0
1509,6456,3979,-47,2017,4414,-150,508,2317,-37,199,1762,-29,81,1815,5886,3588,171,493,-1151,1696,-77,34,309,-283,251,80,-419,269,13,0
-7125,8393,1199,-898,657,6972,3,1308,3224,-40,351,2033,2,17,1806,4726,1964,-3193,870,-2871,3928,422,92,579,-497,96,138,-561,328,4,0
-6218,9446,-1749,-1466,1693,6522,-212,982,3452,-216,147,2168,-159,-57,1752,12416,-160,-5372,4135,1934,3661,706,-200,932,-359,96,152,-533,246,-14,0
-9944,10720,-2431,-1813,156,5923,-721,1108,3146,-519,256,2092,-406,-228,1752,7750,2464,-2835,245,22,518,-576,71,48,-481,217,11,-570,304,19,0
-8109,10190,-1299,-326,903,2965,-223,42,1847,-206,-104,1745,-135,-125,1737,6765,-1272,-3059,78,-159,319,-384,136,52,-267,190,18,-445,-5,95,0
5699,1654,1502,3045,1353,1382,3545,622,1067,3100,585,1205,1799,-263,1251,-5160,-9,-2473,-456,-257,390,-25,-217,47,-75,-252,23,90,-450,-10,0
3416,-10029,-6378,2854,-4102,3928,1586,-3232,1937,1040,-2818,1303,749,-1795,1497,-15298,1832,-8336,-742,927,1617,183,-284,44,298,-166,37,272,-423,-14,0
9337,-11132,-1977,1635,-1748,7034,442,-1827,3342,374,-802,2107,268,-244,1799,-8135,-1116,-4758,-956,2860,2644,-448,-105,466,219,-234,94,391,-299,13,0
-1369,-222,1046,1125,-404,5316,383,-180,2914,169,-333,2041,179,78,1774,-6265,-2276,2007,-708,1482,1842,74,-106,344,325,-280,43,368,-331,9,0
10535,-6519,484,-466,-5185,6783,71,-1692,3915,-40,-572,2136,-101,-123,1798,-6239,-3383,1797,-68,-152,443,474,-89,26,501,-108,18,504,-281,73,0
